Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date,Division
Latecomers,v,Hong Kong Football Club 12A,HK Squash Centre,19:00:00,,5,12/11/2025,12
SKCSC Div 12,v,Winter Warriors,Cornwall Street Squash Centre,19:00:00,,5,12/11/2025,12
Star River 1,v,CSD Squash Team,Cornwall Street Squash Centre,19:00:00,,5,12/11/2025,12
Sha Tin 5,v,Royal Hong Kong Yacht Club Div 12,Cornwall Street Squash Centre,19:00:00,,5,12/11/2025,12
Physical Chess 4,v,Hong Kong Football Club 12B,Harbour Road Sports Centre,19:00:00,,5,12/11/2025,12
Global Squash 2,v,[BYE],,,,5,12/11/2025,12
Royal Hong Kong Yacht Club Div 12,v,Physical Chess 4,Royal Hong Kong Yacht Club,19:00:00,,6,19/11/2025,12
CSD Squash Team,v,Sha Tin 5,HK Squash Centre,19:00:00,,6,19/11/2025,12
Winter Warriors,v,Star River 1,HK Squash Centre,19:00:00,,6,19/11/2025,12
Latecomers,v,SKCSC Div 12,HK Squash Centre,19:00:00,,6,19/11/2025,12
Hong Kong Football Club 12A,v,Global Squash 2,Hong Kong Football Club,19:00:00,,6,19/11/2025,12
Hong Kong Football Club 12B,v,[BYE],,,,6,19/11/2025,12
SKCSC Div 12,v,Global Squash 2,Cornwall Street Squash Centre,19:00:00,,7,26/11/2025,12
Star River 1,v,Latecomers,Cornwall Street Squash Centre,19:00:00,,7,26/11/2025,12
Sha Tin 5,v,Winter Warriors,Cornwall Street Squash Centre,19:00:00,,7,26/11/2025,12
Physical Chess 4,v,CSD Squash Team,Harbour Road Sports Centre,19:00:00,,7,26/11/2025,12
Royal Hong Kong Yacht Club Div 12,v,Hong Kong Football Club 12B,Royal Hong Kong Yacht Club,19:00:00,,7,26/11/2025,12
Hong Kong Football Club 12A,v,[BYE],,,,7,26/11/2025,12
CSD Squash Team,v,Hong Kong Football Club 12B,HK Squash Centre,19:00:00,,8,10/12/2025,12
Winter Warriors,v,Physical Chess 4,HK Squash Centre,19:00:00,,8,10/12/2025,12
Latecomers,v,Sha Tin 5,HK Squash Centre,19:00:00,,8,10/12/2025,12
Global Squash 2,v,Star River 1,HK Squash Centre,19:00:00,,8,10/12/2025,12
Hong Kong Football Club 12A,v,SKCSC Div 12,Hong Kong Football Club,19:00:00,,8,10/12/2025,12
Royal Hong Kong Yacht Club Div 12,v,[BYE],,,,8,10/12/2025,12
Star River 1,v,Hong Kong Football Club 12A,Cornwall Street Squash Centre,19:00:00,,9,17/12/2025,12
Sha Tin 5,v,Global Squash 2,Cornwall Street Squash Centre,19:00:00,,9,17/12/2025,12
Physical Chess 4,v,Latecomers,HK Squash Centre,19:00:00,,9,17/12/2025,12
Hong Kong Football Club 12B,v,Winter Warriors,Hong Kong Football Club,19:00:00,,9,17/12/2025,12
Royal Hong Kong Yacht Club Div 12,v,CSD Squash Team,Royal Hong Kong Yacht Club,19:00:00,,9,17/12/2025,12
SKCSC Div 12,v,[BYE],,,,9,17/12/2025,12
Winter Warriors,v,Royal Hong Kong Yacht Club Div 12,HK Squash Centre,19:00:00,,10,07/01/2026,12
Latecomers,v,Hong Kong Football Club 12B,HK Squash Centre,19:00:00,,10,07/01/2026,12
Global Squash 2,v,Physical Chess 4,Harbour Road Sports Centre,19:00:00,,10,07/01/2026,12
Sha Tin 5,v,Hong Kong Football Club 12A,Cornwall Street Squash Centre,19:00:00,,10,07/01/2026,12
SKCSC Div 12,v,Star River 1,Cornwall Street Squash Centre,19:00:00,,10,07/01/2026,12
CSD Squash Team,v,[BYE],,,,10,07/01/2026,12
Sha Tin 5,v,SKCSC Div 12,Cornwall Street Squash Centre,19:00:00,,11,14/01/2026,12
Physical Chess 4,v,Hong Kong Football Club 12A,Harbour Road Sports Centre,19:00:00,,11,14/01/2026,12
Hong Kong Football Club 12B,v,Global Squash 2,Hong Kong Football Club,19:00:00,,11,14/01/2026,12
Royal Hong Kong Yacht Club Div 12,v,Latecomers,Royal Hong Kong Yacht Club,19:00:00,,11,14/01/2026,12
CSD Squash Team,v,Winter Warriors,HK Squash Centre,19:00:00,,11,14/01/2026,12
Star River 1,v,[BYE],,,,11,14/01/2026,12
CSD Squash Team,v,Latecomers,HK Squash Centre,19:00:00,,12,21/01/2026,12
Royal Hong Kong Yacht Club Div 12,v,Global Squash 2,Royal Hong Kong Yacht Club,19:00:00,,12,21/01/2026,12
Physical Chess 4,v,SKCSC Div 12,Harbour Road Sports Centre,19:00:00,,12,21/01/2026,12
Sha Tin 5,v,Star River 1,Cornwall Street Squash Centre,19:00:00,,12,21/01/2026,12
Hong Kong Football Club 12B,v,Hong Kong Football Club 12A,Hong Kong Football Club,19:00:00,,12,21/01/2026,12
Winter Warriors,v,[BYE],,,,12,21/01/2026,12
Star River 1,v,Physical Chess 4,Cornwall Street Squash Centre,19:00:00,,13,28/01/2026,12
SKCSC Div 12,v,Hong Kong Football Club 12B,Cornwall Street Squash Centre,19:00:00,,13,28/01/2026,12
Hong Kong Football Club 12A,v,Royal Hong Kong Yacht Club Div 12,Hong Kong Football Club,19:00:00,,13,28/01/2026,12
Global Squash 2,v,CSD Squash Team,Harbour Road Sports Centre,19:00:00,,13,28/01/2026,12
Latecomers,v,Winter Warriors,HK Squash Centre,19:00:00,,13,28/01/2026,12
Sha Tin 5,v,[BYE],,,,13,28/01/2026,12
Winter Warriors,v,Global Squash 2,HK Squash Centre,19:00:00,,14,04/02/2026,12
CSD Squash Team,v,Hong Kong Football Club 12A,HK Squash Centre,19:00:00,,14,04/02/2026,12
Royal Hong Kong Yacht Club Div 12,v,SKCSC Div 12,Royal Hong Kong Yacht Club,19:00:00,,14,04/02/2026,12
Hong Kong Football Club 12B,v,Star River 1,Hong Kong Football Club,19:00:00,,14,04/02/2026,12
Physical Chess 4,v,Sha Tin 5,Harbour Road Sports Centre,19:00:00,,14,04/02/2026,12
Latecomers,v,[BYE],,,,14,04/02/2026,12
Sha Tin 5,v,Hong Kong Football Club 12B,Cornwall Street Squash Centre,19:00:00,,15,11/02/2026,12
Star River 1,v,Royal Hong Kong Yacht Club Div 12,Cornwall Street Squash Centre,19:00:00,,15,11/02/2026,12
SKCSC Div 12,v,CSD Squash Team,Cornwall Street Squash Centre,19:00:00,,15,11/02/2026,12
Hong Kong Football Club 12A,v,Winter Warriors,Hong Kong Football Club,19:00:00,,15,11/02/2026,12
Global Squash 2,v,Latecomers,Harbour Road Sports Centre,19:00:00,,15,11/02/2026,12
Physical Chess 4,v,[BYE],,,,15,11/02/2026,12
Hong Kong Football Club 12A,v,Latecomers,Hong Kong Football Club,19:00:00,,16,04/03/2026,12
Winter Warriors,v,SKCSC Div 12,HK Squash Centre,19:00:00,,16,04/03/2026,12
CSD Squash Team,v,Star River 1,HK Squash Centre,19:00:00,,16,04/03/2026,12
Royal Hong Kong Yacht Club Div 12,v,Sha Tin 5,Royal Hong Kong Yacht Club,19:00:00,,16,04/03/2026,12
Hong Kong Football Club 12B,v,Physical Chess 4,Hong Kong Football Club,19:00:00,,16,04/03/2026,12
Global Squash 2,v,[BYE],,,,16,04/03/2026,12
Physical Chess 4,v,Royal Hong Kong Yacht Club Div 12,Harbour Road Sports Centre,19:00:00,,17,11/03/2026,12
Sha Tin 5,v,CSD Squash Team,Cornwall Street Squash Centre,19:00:00,,17,11/03/2026,12
Star River 1,v,Winter Warriors,Cornwall Street Squash Centre,19:00:00,,17,11/03/2026,12
SKCSC Div 12,v,Latecomers,Cornwall Street Squash Centre,19:00:00,,17,11/03/2026,12
Global Squash 2,v,Hong Kong Football Club 12A,HK Squash Centre,19:00:00,,17,11/03/2026,12
Hong Kong Football Club 12B,v,[BYE],,,,17,11/03/2026,12
Global Squash 2,v,SKCSC Div 12,Harbour Road Sports Centre,19:00:00,,18,18/03/2026,12
Latecomers,v,Star River 1,HK Squash Centre,19:00:00,,18,18/03/2026,12
Winter Warriors,v,Sha Tin 5,HK Squash Centre,19:00:00,,18,18/03/2026,12
CSD Squash Team,v,Physical Chess 4,HK Squash Centre,19:00:00,,18,18/03/2026,12
Hong Kong Football Club 12B,v,Royal Hong Kong Yacht Club Div 12,Hong Kong Football Club,19:00:00,,18,18/03/2026,12
Hong Kong Football Club 12A,v,[BYE],,,,18,18/03/2026,12
Hong Kong Football Club 12B,v,CSD Squash Team,Hong Kong Football Club,19:00:00,,19,25/03/2026,12
Physical Chess 4,v,Winter Warriors,Harbour Road Sports Centre,19:00:00,,19,25/03/2026,12
Sha Tin 5,v,Latecomers,Cornwall Street Squash Centre,19:00:00,,19,25/03/2026,12
Star River 1,v,Global Squash 2,Cornwall Street Squash Centre,19:00:00,,19,25/03/2026,12
SKCSC Div 12,v,Hong Kong Football Club 12A,Cornwall Street Squash Centre,19:00:00,,19,25/03/2026,12
Royal Hong Kong Yacht Club Div 12,v,[BYE],,,,19,25/03/2026,12
Hong Kong Football Club 12A,v,Star River 1,Hong Kong Football Club,19:00:00,,20,15/04/2026,12
Global Squash 2,v,Sha Tin 5,Harbour Road Sports Centre,19:00:00,,20,15/04/2026,12
Latecomers,v,Physical Chess 4,HK Squash Centre,19:00:00,,20,15/04/2026,12
Winter Warriors,v,Hong Kong Football Club 12B,HK Squash Centre,19:00:00,,20,15/04/2026,12
CSD Squash Team,v,Royal Hong Kong Yacht Club Div 12,HK Squash Centre,19:00:00,,20,15/04/2026,12
SKCSC Div 12,v,[BYE],,,,20,15/04/2026,12
Royal Hong Kong Yacht Club Div 12,v,Winter Warriors,Royal Hong Kong Yacht Club,19:00:00,,21,22/04/2026,12
Hong Kong Football Club 12B,v,Latecomers,Hong Kong Football Club,19:00:00,,21,22/04/2026,12
Physical Chess 4,v,Global Squash 2,Harbour Road Sports Centre,19:00:00,,21,22/04/2026,12
Hong Kong Football Club 12A,v,Sha Tin 5,Hong Kong Football Club,19:00:00,,21,22/04/2026,12
Star River 1,v,SKCSC Div 12,Cornwall Street Squash Centre,19:00:00,,21,22/04/2026,12
CSD Squash Team,v,[BYE],,,,21,22/04/2026,12
SKCSC Div 12,v,Sha Tin 5,Cornwall Street Squash Centre,19:00:00,,22,29/04/2026,12
Hong Kong Football Club 12A,v,Physical Chess 4,Hong Kong Football Club,19:00:00,,22,29/04/2026,12
Global Squash 2,v,Hong Kong Football Club 12B,Harbour Road Sports Centre,19:00:00,,22,29/04/2026,12
Latecomers,v,Royal Hong Kong Yacht Club Div 12,HK Squash Centre,19:00:00,,22,29/04/2026,12
Winter Warriors,v,CSD Squash Team,HK Squash Centre,19:00:00,,22,29/04/2026,12
Star River 1,v,[BYE],,,,22,29/04/2026,12
MM Squash,v,X-Alpha 5,HK Squash Centre,19:00:00,,1,03/10/2025,13A
Star River 2,v,Squashathon SocGen,Kwun Chung Sports Centre,19:00:00,,1,03/10/2025,13A
The Squash Club 3,v,Craigengower Cricket Club,Pei Ho Street Sports Centre,19:00:00,,1,03/10/2025,13A
Greenfield,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00:00,,1,03/10/2025,13A
Arctic Circle,v,[BYE],,,,1,03/10/2025,13A
Craigengower Cricket Club,v,North District Sports Association 1,Craigengower Cricket Club,19:00:00,,2,10/10/2025,13A
Squashathon SocGen,v,The Squash Club 3,HK Squash Centre,19:00:00,,2,10/10/2025,13A
X-Alpha 5,v,Star River 2,Tai Po Sports Ground,19:00:00,,2,10/10/2025,13A
Arctic Circle,v,MM Squash,Pei Ho Street Sports Centre,19:00:00,,2,10/10/2025,13A
Greenfield,v,[BYE],,,,2,10/10/2025,13A
Star River 2,v,Arctic Circle,Kwun Chung Sports Centre,19:00:00,,3,17/10/2025,13A
The Squash Club 3,v,X-Alpha 5,Pei Ho Street Sports Centre,19:00:00,,3,17/10/2025,13A
North District Sports Association 1,v,Squashathon SocGen,Pei Ho Street Sports Centre,19:00:00,,3,17/10/2025,13A
Craigengower Cricket Club,v,Greenfield,Craigengower Cricket Club,19:00:00,,3,17/10/2025,13A
MM Squash,v,[BYE],,,,3,17/10/2025,13A
Squashathon SocGen,v,Greenfield,HK Squash Centre,19:00:00,,4,24/10/2025,13A
X-Alpha 5,v,North District Sports Association 1,Tai Po Sports Ground,19:00:00,,4,24/10/2025,13A
Arctic Circle,v,The Squash Club 3,Cornwall Street Squash Centre,19:00:00,,4,24/10/2025,13A
MM Squash,v,Star River 2,HK Squash Centre,19:00:00,,4,24/10/2025,13A
Craigengower Cricket Club,v,[BYE],,,,4,24/10/2025,13A
The Squash Club 3,v,MM Squash,Pei Ho Street Sports Centre,19:00:00,,5,31/10/2025,13A
North District Sports Association 1,v,Arctic Circle,Cornwall Street Squash Centre,19:00:00,,5,31/10/2025,13A
X-Alpha 5,v,Greenfield,Tai Po Sports Ground,19:00:00,,5,31/10/2025,13A
Craigengower Cricket Club,v,Squashathon SocGen,Craigengower Cricket Club,19:00:00,,5,31/10/2025,13A
Star River 2,v,[BYE],,,,5,31/10/2025,13A
X-Alpha 5,v,Craigengower Cricket Club,Tai Po Sports Ground,19:00:00,,6,07/11/2025,13A
Arctic Circle,v,Greenfield,Cornwall Street Squash Centre,19:00:00,,6,07/11/2025,13A
MM Squash,v,North District Sports Association 1,HK Squash Centre,19:00:00,,6,07/11/2025,13A
Star River 2,v,The Squash Club 3,Kwun Chung Sports Centre,19:00:00,,6,07/11/2025,13A
Squashathon SocGen,v,[BYE],,,,6,07/11/2025,13A
North District Sports Association 1,v,Star River 2,Pei Ho Street Sports Centre,19:00:00,,7,14/11/2025,13A
Greenfield,v,MM Squash,Cornwall Street Squash Centre,19:00:00,,7,14/11/2025,13A
Craigengower Cricket Club,v,Arctic Circle,Craigengower Cricket Club,19:00:00,,7,14/11/2025,13A
X-Alpha 5,v,Squashathon SocGen,Tai Po Sports Ground,19:00:00,,7,14/11/2025,13A
The Squash Club 3,v,[BYE],,,,7,14/11/2025,13A
Arctic Circle,v,Squashathon SocGen,Cornwall Street Squash Centre,19:00:00,,8,21/11/2025,13A
MM Squash,v,Craigengower Cricket Club,HK Squash Centre,19:00:00,,8,21/11/2025,13A
Star River 2,v,Greenfield,Kwun Chung Sports Centre,19:00:00,,8,21/11/2025,13A
The Squash Club 3,v,North District Sports Association 1,Pei Ho Street Sports Centre,19:00:00,,8,21/11/2025,13A
X-Alpha 5,v,[BYE],,,,8,21/11/2025,13A
Greenfield,v,The Squash Club 3,Cornwall Street Squash Centre,19:00:00,,9,28/11/2025,13A
Craigengower Cricket Club,v,Star River 2,Craigengower Cricket Club,19:00:00,,9,28/11/2025,13A
Squashathon SocGen,v,MM Squash,Harbour Road Sports Centre,19:00:00,,9,28/11/2025,13A
X-Alpha 5,v,Arctic Circle,Tai Po Sports Ground,19:00:00,,9,28/11/2025,13A
North District Sports Association 1,v,[BYE],,,,9,28/11/2025,13A
X-Alpha 5,v,MM Squash,Tai Po Sports Ground,19:00:00,,10,12/12/2025,13A
Squashathon SocGen,v,Star River 2,HK Squash Centre,19:00:00,,10,12/12/2025,13A
Craigengower Cricket Club,v,The Squash Club 3,Craigengower Cricket Club,19:00:00,,10,12/12/2025,13A
North District Sports Association 1,v,Greenfield,Pei Ho Street Sports Centre,19:00:00,,10,12/12/2025,13A
Arctic Circle,v,[BYE],,,,10,12/12/2025,13A
North District Sports Association 1,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025,13A
The Squash Club 3,v,Squashathon SocGen,Pei Ho Street Sports Centre,19:00:00,,11,19/12/2025,13A
Star River 2,v,X-Alpha 5,Kwun Chung Sports Centre,19:00:00,,11,19/12/2025,13A
MM Squash,v,Arctic Circle,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025,13A
Greenfield,v,[BYE],,,,11,19/12/2025,13A
Arctic Circle,v,Star River 2,Cornwall Street Squash Centre,19:00:00,,12,09/01/2026,13A
X-Alpha 5,v,The Squash Club 3,Tai Po Sports Ground,19:00:00,,12,09/01/2026,13A
Squashathon SocGen,v,North District Sports Association 1,HK Squash Centre,19:00:00,,12,09/01/2026,13A
Greenfield,v,Craigengower Cricket Club,Cornwall Street Squash Centre,19:00:00,,12,09/01/2026,13A
MM Squash,v,[BYE],,,,12,09/01/2026,13A
Greenfield,v,Squashathon SocGen,Cornwall Street Squash Centre,19:00:00,,13,16/01/2026,13A
North District Sports Association 1,v,X-Alpha 5,Pei Ho Street Sports Centre,19:00:00,,13,16/01/2026,13A
The Squash Club 3,v,Arctic Circle,Pei Ho Street Sports Centre,19:00:00,,13,16/01/2026,13A
Star River 2,v,MM Squash,Kwun Chung Sports Centre,19:00:00,,13,16/01/2026,13A
Craigengower Cricket Club,v,[BYE],,,,13,16/01/2026,13A
MM Squash,v,The Squash Club 3,HK Squash Centre,19:00:00,,14,23/01/2026,13A
Arctic Circle,v,North District Sports Association 1,Cornwall Street Squash Centre,19:00:00,,14,23/01/2026,13A
Greenfield,v,X-Alpha 5,Cornwall Street Squash Centre,19:00:00,,14,23/01/2026,13A
Squashathon SocGen,v,Craigengower Cricket Club,HK Squash Centre,19:00:00,,14,23/01/2026,13A
Star River 2,v,[BYE],,,,14,23/01/2026,13A
Craigengower Cricket Club,v,X-Alpha 5,Craigengower Cricket Club,19:00:00,,15,30/01/2026,13A
Greenfield,v,Arctic Circle,Cornwall Street Squash Centre,19:00:00,,15,30/01/2026,13A
North District Sports Association 1,v,MM Squash,Pei Ho Street Sports Centre,19:00:00,,15,30/01/2026,13A
The Squash Club 3,v,Star River 2,Pei Ho Street Sports Centre,19:00:00,,15,30/01/2026,13A
Squashathon SocGen,v,[BYE],,,,15,30/01/2026,13A
Star River 2,v,North District Sports Association 1,Kwun Chung Sports Centre,19:00:00,,16,06/02/2026,13A
MM Squash,v,Greenfield,HK Squash Centre,19:00:00,,16,06/02/2026,13A
Arctic Circle,v,Craigengower Cricket Club,Pei Ho Street Sports Centre,19:00:00,,16,06/02/2026,13A
Squashathon SocGen,v,X-Alpha 5,HK Squash Centre,19:00:00,,16,06/02/2026,13A
The Squash Club 3,v,[BYE],,,,16,06/02/2026,13A
Squashathon SocGen,v,Arctic Circle,HK Squash Centre,19:00:00,,17,13/02/2026,13A
Craigengower Cricket Club,v,MM Squash,Craigengower Cricket Club,19:00:00,,17,13/02/2026,13A
Greenfield,v,Star River 2,Cornwall Street Squash Centre,19:00:00,,17,13/02/2026,13A
North District Sports Association 1,v,The Squash Club 3,Pei Ho Street Sports Centre,19:00:00,,17,13/02/2026,13A
X-Alpha 5,v,[BYE],,,,17,13/02/2026,13A
The Squash Club 3,v,Greenfield,Pei Ho Street Sports Centre,19:00:00,,18,06/03/2026,13A
Star River 2,v,Craigengower Cricket Club,Kwun Chung Sports Centre,19:00:00,,18,06/03/2026,13A
MM Squash,v,Squashathon SocGen,HK Squash Centre,19:00:00,,18,06/03/2026,13A
Arctic Circle,v,X-Alpha 5,Pei Ho Street Sports Centre,19:00:00,,18,06/03/2026,13A
North District Sports Association 1,v,[BYE],,,,18,06/03/2026,13A
Electrify Squash Div 13,v,Yuen Long District Sports Association Limited,HK Squash Centre,19:00:00,,1,03/10/2025,13B
Hong Kong Football Club 13,v,Fusion Squash Club 3,Hong Kong Football Club,19:00:00,,1,03/10/2025,13B
Squashathon One,v,TNG 2,Cornwall Street Squash Centre,19:00:00,,1,03/10/2025,13B
Happy Squash 4,v,Kowloon Cricket Club 13,Wai Tsuen Sports Centre,19:00:00,,1,03/10/2025,13B
Kinetic 4,v,[BYE],,,,1,03/10/2025,13B
TNG 2,v,Happy Squash 4,Cornwall Street Squash Centre,19:00:00,,2,10/10/2025,13B
Fusion Squash Club 3,v,Squashathon One,HK Squash Centre,19:00:00,,2,10/10/2025,13B
Electrify Squash Div 13,v,Hong Kong Football Club 13,HK Squash Centre,19:00:00,,2,10/10/2025,13B
Kinetic 4,v,Yuen Long District Sports Association Limited,Pei Ho Street Sports Centre,19:00:00,,2,10/10/2025,13B
Kowloon Cricket Club 13,v,[BYE],,,,2,10/10/2025,13B
Hong Kong Football Club 13,v,Kinetic 4,Hong Kong Football Club,19:00:00,,3,17/10/2025,13B
Squashathon One,v,Electrify Squash Div 13,Cornwall Street Squash Centre,19:00:00,,3,17/10/2025,13B
Happy Squash 4,v,Fusion Squash Club 3,Wai Tsuen Sports Centre,19:00:00,,3,17/10/2025,13B
Kowloon Cricket Club 13,v,TNG 2,Kowloon Cricket Club,19:00:00,,3,17/10/2025,13B
Yuen Long District Sports Association Limited,v,[BYE],,,,3,17/10/2025,13B
Fusion Squash Club 3,v,Kowloon Cricket Club 13,HK Squash Centre,19:00:00,,4,24/10/2025,13B
Electrify Squash Div 13,v,Happy Squash 4,HK Squash Centre,19:00:00,,4,24/10/2025,13B
Kinetic 4,v,Squashathon One,Pei Ho Street Sports Centre,19:00:00,,4,24/10/2025,13B
Yuen Long District Sports Association Limited,v,Hong Kong Football Club 13,Yuen Long Jockey Club Squash Courts,19:00:00,,4,24/10/2025,13B
TNG 2,v,[BYE],,,,4,24/10/2025,13B
Squashathon One,v,Yuen Long District Sports Association Limited,HK Squash Centre,19:00:00,,5,31/10/2025,13B
Happy Squash 4,v,Kinetic 4,Yeung Uk Road Sports Centre,19:00:00,,5,31/10/2025,13B
Kowloon Cricket Club 13,v,Electrify Squash Div 13,Kowloon Cricket Club,19:00:00,,5,31/10/2025,13B
Fusion Squash Club 3,v,TNG 2,HK Squash Centre,19:00:00,,5,31/10/2025,13B
Hong Kong Football Club 13,v,[BYE],,,,5,31/10/2025,13B
Electrify Squash Div 13,v,TNG 2,HK Squash Centre,19:00:00,,6,07/11/2025,13B
Kinetic 4,v,Kowloon Cricket Club 13,Pei Ho Street Sports Centre,19:00:00,,6,07/11/2025,13B
Happy Squash 4,v,Yuen Long District Sports Association Limited,Yeung Uk Road Sports Centre,19:00:00,,6,07/11/2025,13B
Hong Kong Football Club 13,v,Squashathon One,Hong Kong Football Club,19:00:00,,6,07/11/2025,13B
Fusion Squash Club 3,v,[BYE],,,,6,07/11/2025,13B
Happy Squash 4,v,Hong Kong Football Club 13,Wai Tsuen Sports Centre,19:00:00,,7,14/11/2025,13B
Kowloon Cricket Club 13,v,Yuen Long District Sports Association Limited,Kowloon Cricket Club,19:00:00,,7,14/11/2025,13B
Kinetic 4,v,TNG 2,Pei Ho Street Sports Centre,19:00:00,,7,14/11/2025,13B
Fusion Squash Club 3,v,Electrify Squash Div 13,HK Squash Centre,19:00:00,,7,14/11/2025,13B
Squashathon One,v,[BYE],,,,7,14/11/2025,13B
Kinetic 4,v,Fusion Squash Club 3,Pei Ho Street Sports Centre,19:00:00,,8,21/11/2025,13B
Yuen Long District Sports Association Limited,v,TNG 2,Yuen Long Jockey Club Squash Courts,19:00:00,,8,21/11/2025,13B
Hong Kong Football Club 13,v,Kowloon Cricket Club 13,Hong Kong Football Club,19:00:00,,8,21/11/2025,13B
Happy Squash 4,v,Squashathon One,Yeung Uk Road Sports Centre,19:00:00,,8,21/11/2025,13B
Electrify Squash Div 13,v,[BYE],,,,8,21/11/2025,13B
Kowloon Cricket Club 13,v,Squashathon One,Kowloon Cricket Club,19:00:00,,9,28/11/2025,13B
TNG 2,v,Hong Kong Football Club 13,Cornwall Street Squash Centre,19:00:00,,9,28/11/2025,13B
Fusion Squash Club 3,v,Yuen Long District Sports Association Limited,HK Squash Centre,19:00:00,,9,28/11/2025,13B
Kinetic 4,v,Electrify Squash Div 13,Pei Ho Street Sports Centre,19:00:00,,9,28/11/2025,13B
Happy Squash 4,v,[BYE],,,,9,28/11/2025,13B
Yuen Long District Sports Association Limited,v,Electrify Squash Div 13,Tai Kiu Market Squash Courts,19:00:00,,10,12/12/2025,13B
Fusion Squash Club 3,v,Hong Kong Football Club 13,HK Squash Centre,19:00:00,,10,12/12/2025,13B
TNG 2,v,Squashathon One,Cornwall Street Squash Centre,19:00:00,,10,12/12/2025,13B
Kowloon Cricket Club 13,v,Happy Squash 4,Kowloon Cricket Club,19:00:00,,10,12/12/2025,13B
Kinetic 4,v,[BYE],,,,10,12/12/2025,13B
Happy Squash 4,v,TNG 2,Wai Tsuen Sports Centre,19:00:00,,11,19/12/2025,13B
Squashathon One,v,Fusion Squash Club 3,Cornwall Street Squash Centre,19:00:00,,11,19/12/2025,13B
Hong Kong Football Club 13,v,Electrify Squash Div 13,Hong Kong Football Club,19:00:00,,11,19/12/2025,13B
Yuen Long District Sports Association Limited,v,Kinetic 4,Tai Kiu Market Squash Courts,19:00:00,,11,19/12/2025,13B
Kowloon Cricket Club 13,v,[BYE],,,,11,19/12/2025,13B
Kinetic 4,v,Hong Kong Football Club 13,Pei Ho Street Sports Centre,19:00:00,,12,09/01/2026,13B
Electrify Squash Div 13,v,Squashathon One,HK Squash Centre,19:00:00,,12,09/01/2026,13B
Fusion Squash Club 3,v,Happy Squash 4,HK Squash Centre,19:00:00,,12,09/01/2026,13B
TNG 2,v,Kowloon Cricket Club 13,Cornwall Street Squash Centre,19:00:00,,12,09/01/2026,13B
Yuen Long District Sports Association Limited,v,[BYE],,,,12,09/01/2026,13B
