Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date,Division
Hong Kong Cricket Club Rockettes,v,i-Mask Advance Squash Club L3,Hong Kong Cricket Club,19:00,,8,29/11/2024,L3
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3C,Hong Kong Cricket Club,19:00,,9,13/12/2024,L3
i-Mask Advance Squash Club L3,v,Hong Kong Football Club L3A,Cornwall Street Squash Centre,19:00,,9,13/12/2024,L3
JESSICA L3,v,Hong Kong Football Club L3B,HK Squash Centre,19:00,,9,13/12/2024,L3
Hong Kong Football Club L3A,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,19:00,,10,03/01/2025,L3
Hong Kong Football Club L3C,v,JESSICA L3,Hong Kong Football Club,19:00,,10,03/01/2025,L3
i-Mask Advance Squash Club L3,v,Hong Kong Football Club L3B,Cornwall Street Squash Centre,19:00,,10,03/01/2025,L3
Hong Kong Football Club L3A,v,Hong Kong Football Club L3B,Hong Kong Football Club,19:00,,11,10/01/2025,L3
Hong Kong Football Club L3C,v,i-Mask Advance Squash Club L3,Hong Kong Football Club,19:00,,11,10/01/2025,L3
Hong Kong Cricket Club Rockettes,v,JESSICA L3,Hong Kong Cricket Club,19:00,,11,10/01/2025,L3
Hong Kong Football Club L3C,v,Hong Kong Football Club L3A,Hong Kong Football Club,19:00,,12,17/01/2025,L3
i-Mask Advance Squash Club L3,v,JESSICA L3,Cornwall Street Squash Centre,19:00,,12,17/01/2025,L3
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3B,Hong Kong Cricket Club,19:00,,12,17/01/2025,L3
Hong Kong Football Club L3C,v,Hong Kong Football Club L3B,Hong Kong Football Club,19:00,,13,24/01/2025,L3
JESSICA L3,v,Hong Kong Football Club L3A,HK Squash Centre,19:00,,13,24/01/2025,L3
i-Mask Advance Squash Club L3,v,Hong Kong Cricket Club Rockettes,Cornwall Street Squash Centre,19:00,,13,24/01/2025,L3
Hong Kong Football Club L3C,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,19:00,,14,07/02/2025,L3
Hong Kong Football Club L3A,v,i-Mask Advance Squash Club L3,Hong Kong Football Club,19:00,,14,07/02/2025,L3
Hong Kong Football Club L3B,v,JESSICA L3,Hong Kong Football Club,19:00,,14,07/02/2025,L3
Hong Kong Cricket Club Rockettes,v,Hong Kong Football Club L3A,Hong Kong Cricket Club,19:00,,15,14/02/2025,L3
Hong Kong Football Club L3C,v,JESSICA L3,Hong Kong Football Club,19:00,,15,14/02/2025,L3
Hong Kong Football Club L3B,v,i-Mask Advance Squash Club L3,Hong Kong Football Club,19:00,,15,14/02/2025,L3
Hong Kong Football Club L3B,v,Hong Kong Football Club L3A,Hong Kong Football Club,19:00,,16,21/02/2025,L3
i-Mask Advance Squash Club L3,v,Hong Kong Football Club L3C,Cornwall Street Squash Centre,19:00,,16,21/02/2025,L3
JESSICA L3,v,Hong Kong Cricket Club Rockettes,HK Squash Centre,19:00,,16,21/02/2025,L3
Hong Kong Football Club L3A,v,Hong Kong Football Club L3C,Hong Kong Football Club,19:00,,17,28/02/2025,L3
JESSICA L3,v,i-Mask Advance Squash Club L3,HK Squash Centre,19:00,,17,28/02/2025,L3
Hong Kong Football Club L3B,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,19:00,,17,28/02/2025,L3
Hong Kong Football Club L3B,v,Hong Kong Football Club L3C,Hong Kong Football Club,19:00,,18,07/03/2025,L3
Hong Kong Football Club L3A,v,JESSICA L3,Hong Kong Football Club,19:00,,18,07/03/2025,L3
i-Mask Advance Squash Club L3,v,Hong Kong Cricket Club Rockettes,Cornwall Street Squash Centre,19:00,,18,07/03/2025,L3
Hong Kong Football Club L3C,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,19:00,,19,14/03/2025,L3
i-Mask Advance Squash Club L3,v,Hong Kong Football Club L3A,Cornwall Street Squash Centre,19:00,,19,14/03/2025,L3
JESSICA L3,v,Hong Kong Football Club L3B,HK Squash Centre,19:00,,19,14/03/2025,L3
Hong Kong Football Club L3A,v,Hong Kong Cricket Club Rockettes,Hong Kong Football Club,19:00,,20,21/03/2025,L3
JESSICA L3,v,Hong Kong Football Club L3C,HK Squash Centre,19:00,,20,21/03/2025,L3
i-Mask Advance Squash Club L3,v,Hong Kong Football Club L3B,Cornwall Street Squash Centre,19:00,,20,21/03/2025,L3
JESSICA L4,v,JESSICA Smashin' Mochi,HK Squash Centre,19:00,,1,04/10/2024,L4
Hong Kong Football Club JSA,v,Hong Kong Football Club L4,Hong Kong Football Club,19:00,,1,04/10/2024,L4
Electrify Squash Ladies,v,Hong Kong Cricket Club L4,HK Squash Centre,19:00,,1,04/10/2024,L4
i-Mask Advance Squash Club L4,v,[BYE],,,,1,04/10/2024,L4
i-Mask Advance Squash Club L4,v,Hong Kong Football Club JSA,Cornwall Street Squash Centre,19:00,,2,18/10/2024,L4
Hong Kong Football Club L4,v,JESSICA L4,Hong Kong Football Club,19:00,,2,18/10/2024,L4
JESSICA Smashin' Mochi,v,Electrify Squash Ladies,HK Squash Centre,19:00,,2,18/10/2024,L4
Hong Kong Cricket Club L4,v,[BYE],,,,2,18/10/2024,L4
Hong Kong Cricket Club L4,v,JESSICA Smashin' Mochi,Hong Kong Cricket Club,19:00,,3,25/10/2024,L4
Electrify Squash Ladies,v,Hong Kong Football Club L4,HK Squash Centre,19:00,,3,25/10/2024,L4
JESSICA L4,v,i-Mask Advance Squash Club L4,HK Squash Centre,19:00,,3,25/10/2024,L4
Hong Kong Football Club JSA,v,[BYE],,,,3,25/10/2024,L4
JESSICA L4,v,Hong Kong Football Club JSA,Harbour Road Sports Centre,19:00,,4,01/11/2024,L4
Electrify Squash Ladies,v,i-Mask Advance Squash Club L4,Harbour Road Sports Centre,19:00,,4,01/11/2024,L4
Hong Kong Cricket Club L4,v,Hong Kong Football Club L4,Hong Kong Cricket Club,19:00,,4,01/11/2024,L4
JESSICA Smashin' Mochi,v,[BYE],,,,4,01/11/2024,L4
JESSICA Smashin' Mochi,v,Hong Kong Football Club L4,HK Squash Centre,19:00,,5,08/11/2024,L4
Hong Kong Cricket Club L4,v,i-Mask Advance Squash Club L4,Hong Kong Cricket Club,19:00,,5,08/11/2024,L4
Hong Kong Football Club JSA,v,Electrify Squash Ladies,Hong Kong Football Club,19:00,,5,08/11/2024,L4
JESSICA L4,v,[BYE],,,,5,08/11/2024,L4
JESSICA L4,v,Electrify Squash Ladies,HK Squash Centre,19:00,,6,15/11/2024,L4
Hong Kong Football Club JSA,v,Hong Kong Cricket Club L4,Hong Kong Football Club,19:00,,6,15/11/2024,L4
i-Mask Advance Squash Club L4,v,JESSICA Smashin' Mochi,Cornwall Street Squash Centre,19:00,,6,15/11/2024,L4
Hong Kong Football Club L4,v,[BYE],,,,6,15/11/2024,L4
Hong Kong Football Club L4,v,i-Mask Advance Squash Club L4,Hong Kong Football Club,19:00,,7,22/11/2024,L4
JESSICA Smashin' Mochi,v,Hong Kong Football Club JSA,HK Squash Centre,19:00,,7,22/11/2024,L4
Hong Kong Cricket Club L4,v,JESSICA L4,Hong Kong Cricket Club,19:00,,7,22/11/2024,L4
Electrify Squash Ladies,v,[BYE],,,,7,22/11/2024,L4
JESSICA Smashin' Mochi,v,JESSICA L4,HK Squash Centre,19:00,,8,29/11/2024,L4
Hong Kong Football Club L4,v,Hong Kong Football Club JSA,Hong Kong Football Club,19:00,,8,29/11/2024,L4
Hong Kong Cricket Club L4,v,Electrify Squash Ladies,Hong Kong Cricket Club,19:00,,8,29/11/2024,L4
i-Mask Advance Squash Club L4,v,[BYE],,,,8,29/11/2024,L4
i-Mask Advance Squash Club L4,v,Hong Kong Football Club JSA,Cornwall Street Squash Centre,19:00,,9,13/12/2024,L4
JESSICA L4,v,Hong Kong Football Club L4,HK Squash Centre,19:00,,9,13/12/2024,L4
Electrify Squash Ladies,v,JESSICA Smashin' Mochi,HK Squash Centre,19:00,,9,13/12/2024,L4
Hong Kong Cricket Club L4,v,[BYE],,,,9,13/12/2024,L4
Hong Kong Cricket Club L4,v,JESSICA Smashin' Mochi,Hong Kong Cricket Club,19:00,,10,03/01/2025,L4
Hong Kong Football Club L4,v,Electrify Squash Ladies,Hong Kong Football Club,19:00,,10,03/01/2025,L4
i-Mask Advance Squash Club L4,v,JESSICA L4,Cornwall Street Squash Centre,19:00,,10,03/01/2025,L4
Hong Kong Football Club JSA,v,[BYE],,,,10,03/01/2025,L4
Hong Kong Football Club JSA,v,JESSICA L4,Hong Kong Football Club,19:00,,11,10/01/2025,L4
i-Mask Advance Squash Club L4,v,Electrify Squash Ladies,Cornwall Street Squash Centre,19:00,,11,10/01/2025,L4
Hong Kong Football Club L4,v,Hong Kong Cricket Club L4,Hong Kong Football Club,19:00,,11,10/01/2025,L4
JESSICA Smashin' Mochi,v,[BYE],,,,11,10/01/2025,L4
Hong Kong Football Club L4,v,JESSICA Smashin' Mochi,Hong Kong Football Club,19:00,,12,17/01/2025,L4
i-Mask Advance Squash Club L4,v,Hong Kong Cricket Club L4,Cornwall Street Squash Centre,19:00,,12,17/01/2025,L4
Electrify Squash Ladies,v,Hong Kong Football Club JSA,HK Squash Centre,19:00,,12,17/01/2025,L4
JESSICA L4,v,[BYE],,,,12,17/01/2025,L4
Electrify Squash Ladies,v,JESSICA L4,HK Squash Centre,19:00,,13,24/01/2025,L4
Hong Kong Football Club JSA,v,Hong Kong Cricket Club L4,Hong Kong Football Club,19:00,,13,24/01/2025,L4
JESSICA Smashin' Mochi,v,i-Mask Advance Squash Club L4,HK Squash Centre,19:00,,13,24/01/2025,L4
Hong Kong Football Club L4,v,[BYE],,,,13,24/01/2025,L4
i-Mask Advance Squash Club L4,v,Hong Kong Football Club L4,Cornwall Street Squash Centre,19:00,,14,07/02/2025,L4
Hong Kong Football Club JSA,v,JESSICA Smashin' Mochi,Hong Kong Football Club,19:00,,14,07/02/2025,L4
JESSICA L4,v,Hong Kong Cricket Club L4,HK Squash Centre,19:00,,14,07/02/2025,L4
Electrify Squash Ladies,v,[BYE],,,,14,07/02/2025,L4
JESSICA L4,v,JESSICA Smashin' Mochi,Java Road Sports Centre,19:00,,15,14/02/2025,L4
Hong Kong Football Club JSA,v,Hong Kong Football Club L4,Hong Kong Football Club,19:00,,15,14/02/2025,L4
Hong Kong Cricket Club L4,v,Electrify Squash Ladies,Hong Kong Cricket Club,19:00,,15,14/02/2025,L4
i-Mask Advance Squash Club L4,v,[BYE],,,,15,14/02/2025,L4
Hong Kong Football Club JSA,v,i-Mask Advance Squash Club L4,Hong Kong Football Club,19:00,,16,21/02/2025,L4
Hong Kong Football Club L4,v,JESSICA L4,Hong Kong Football Club,19:00,,16,21/02/2025,L4
JESSICA Smashin' Mochi,v,Electrify Squash Ladies,HK Squash Centre,19:00,,16,21/02/2025,L4
Hong Kong Cricket Club L4,v,[BYE],,,,16,21/02/2025,L4
JESSICA Smashin' Mochi,v,Hong Kong Cricket Club L4,HK Squash Centre,19:00,,17,28/02/2025,L4
Electrify Squash Ladies,v,Hong Kong Football Club L4,HK Squash Centre,19:00,,17,28/02/2025,L4
JESSICA L4,v,i-Mask Advance Squash Club L4,HK Squash Centre,19:00,,17,28/02/2025,L4
Hong Kong Football Club JSA,v,[BYE],,,,17,28/02/2025,L4
JESSICA L4,v,Hong Kong Football Club JSA,HK Squash Centre,19:00,,18,07/03/2025,L4
Electrify Squash Ladies,v,i-Mask Advance Squash Club L4,Cornwall Street Squash Centre,19:00,,18,07/03/2025,L4
Hong Kong Football Club L4,v,Hong Kong Cricket Club L4,Hong Kong Football Club,19:00,,18,07/03/2025,L4
JESSICA Smashin' Mochi,v,[BYE],,,,18,07/03/2025,L4
JESSICA Smashin' Mochi,v,Hong Kong Football Club L4,HK Squash Centre,19:00,,19,14/03/2025,L4
i-Mask Advance Squash Club L4,v,Hong Kong Cricket Club L4,Cornwall Street Squash Centre,19:00,,19,14/03/2025,L4
Hong Kong Football Club JSA,v,Electrify Squash Ladies,Hong Kong Football Club,19:00,,19,14/03/2025,L4
JESSICA L4,v,[BYE],,,,19,14/03/2025,L4
Electrify Squash Ladies,v,JESSICA L4,HK Squash Centre,19:00,,20,21/03/2025,L4
Hong Kong Cricket Club L4,v,Hong Kong Football Club JSA,Hong Kong Cricket Club,19:00,,20,21/03/2025,L4
i-Mask Advance Squash Club L4,v,JESSICA Smashin' Mochi,Cornwall Street Squash Centre,19:00,,20,21/03/2025,L4
Hong Kong Football Club L4,v,[BYE],,,,20,21/03/2025,L4
Hong Kong Football Club L4,v,i-Mask Advance Squash Club L4,Hong Kong Football Club,19:00,,21,28/03/2025,L4
JESSICA Smashin' Mochi,v,Hong Kong Football Club JSA,HK Squash Centre,19:00,,21,28/03/2025,L4
Hong Kong Cricket Club L4,v,JESSICA L4,Hong Kong Cricket Club,19:00,,21,28/03/2025,L4
Electrify Squash Ladies,v,[BYE],,,,21,28/03/2025,L4
Ladies Recreation Club M2A,v,Ladies Recreation Club M2B,Ladies Recreation Club,19:00,,1,02/10/2024,M2
Hong Kong Football Club M2A,v,Hong Kong Football Club M2B,Hong Kong Football Club,19:00,,1,02/10/2024,M2
Hong Kong Cricket Club M2A,v,Hong Kong Cricket Club M2B,Hong Kong Cricket Club,19:00,,1,02/10/2024,M2
Ladies Recreation Club M2B,v,Hong Kong Cricket Club M2B,Ladies Recreation Club,19:00,,2,09/10/2024,M2
Hong Kong Football Club M2B,v,Hong Kong Cricket Club M2A,Hong Kong Football Club,19:00,,2,09/10/2024,M2
Hong Kong Football Club M2A,v,Ladies Recreation Club M2A,Hong Kong Football Club,19:00,,2,09/10/2024,M2
Hong Kong Football Club M2A,v,Ladies Recreation Club M2B,Hong Kong Football Club,19:00,,3,16/10/2024,M2
Ladies Recreation Club M2A,v,Hong Kong Cricket Club M2A,Ladies Recreation Club,19:00,,3,16/10/2024,M2
Hong Kong Cricket Club M2B,v,Hong Kong Football Club M2B,Hong Kong Cricket Club,19:00,,3,16/10/2024,M2
Ladies Recreation Club M2B,v,Hong Kong Football Club M2B,Ladies Recreation Club,19:00,,4,23/10/2024,M2
Hong Kong Cricket Club M2B,v,Ladies Recreation Club M2A,Hong Kong Cricket Club,19:00,,4,23/10/2024,M2
Hong Kong Football Club M2A,v,Hong Kong Cricket Club M2A,Hong Kong Football Club,19:00,,4,23/10/2024,M2
Hong Kong Cricket Club M2A,v,Ladies Recreation Club M2B,Hong Kong Cricket Club,19:00,,5,30/10/2024,M2
Hong Kong Cricket Club M2B,v,Hong Kong Football Club M2A,Hong Kong Cricket Club,19:00,,5,30/10/2024,M2
Ladies Recreation Club M2A,v,Hong Kong Football Club M2B,Ladies Recreation Club,19:00,,5,30/10/2024,M2
Ladies Recreation Club M2B,v,Ladies Recreation Club M2A,Ladies Recreation Club,19:00,,6,06/11/2024,M2
Hong Kong Football Club M2B,v,Hong Kong Football Club M2A,Hong Kong Football Club,19:00,,6,06/11/2024,M2
Hong Kong Cricket Club M2B,v,Hong Kong Cricket Club M2A,Hong Kong Cricket Club,19:00,,6,06/11/2024,M2
Hong Kong Cricket Club M2B,v,Ladies Recreation Club M2B,Hong Kong Cricket Club,19:00,,7,13/11/2024,M2
Hong Kong Cricket Club M2A,v,Hong Kong Football Club M2B,Hong Kong Cricket Club,19:00,,7,13/11/2024,M2
Ladies Recreation Club M2A,v,Hong Kong Football Club M2A,Ladies Recreation Club,19:00,,7,13/11/2024,M2
Ladies Recreation Club M2B,v,Hong Kong Football Club M2A,Ladies Recreation Club,19:00,,8,20/11/2024,M2
Hong Kong Cricket Club M2A,v,Ladies Recreation Club M2A,Hong Kong Cricket Club,19:00,,8,20/11/2024,M2
Hong Kong Football Club M2B,v,Hong Kong Cricket Club M2B,Hong Kong Football Club,19:00,,8,20/11/2024,M2
Hong Kong Football Club M2B,v,Ladies Recreation Club M2B,Hong Kong Football Club,19:00,,9,27/11/2024,M2
Ladies Recreation Club M2A,v,Hong Kong Cricket Club M2B,Ladies Recreation Club,19:00,,9,27/11/2024,M2
Hong Kong Cricket Club M2A,v,Hong Kong Football Club M2A,Hong Kong Cricket Club,19:00,,9,27/11/2024,M2
Ladies Recreation Club M2B,v,Hong Kong Cricket Club M2A,Ladies Recreation Club,19:00,,10,11/12/2024,M2
Hong Kong Football Club M2A,v,Hong Kong Cricket Club M2B,HK Squash Centre,19:00,,10,11/12/2024,M2
Hong Kong Football Club M2B,v,Ladies Recreation Club M2A,HK Squash Centre,19:00,,10,11/12/2024,M2
Ladies Recreation Club M2A,v,Ladies Recreation Club M2B,Ladies Recreation Club,19:00,,11,18/12/2024,M2
Hong Kong Football Club M2A,v,Hong Kong Football Club M2B,HK Squash Centre,19:00,,11,18/12/2024,M2
Hong Kong Cricket Club M2A,v,Hong Kong Cricket Club M2B,Hong Kong Cricket Club,19:00,,11,18/12/2024,M2
Ladies Recreation Club M2B,v,Hong Kong Cricket Club M2B,Ladies Recreation Club,19:00,,12,08/01/2025,M2
Hong Kong Football Club M2B,v,Hong Kong Cricket Club M2A,Hong Kong Football Club,19:00,,12,08/01/2025,M2
Hong Kong Football Club M2A,v,Ladies Recreation Club M2A,Hong Kong Football Club,19:00,,12,08/01/2025,M2
Hong Kong Football Club M2A,v,Ladies Recreation Club M2B,Hong Kong Football Club,19:00,,13,15/01/2025,M2
Ladies Recreation Club M2A,v,Hong Kong Cricket Club M2A,Ladies Recreation Club,19:00,,13,15/01/2025,M2
Hong Kong Cricket Club M2B,v,Hong Kong Football Club M2B,Hong Kong Cricket Club,19:00,,13,15/01/2025,M2
Ladies Recreation Club M2B,v,Hong Kong Football Club M2B,Ladies Recreation Club,19:00,,14,22/01/2025,M2
Hong Kong Cricket Club M2B,v,Ladies Recreation Club M2A,Hong Kong Cricket Club,19:00,,14,22/01/2025,M2
Hong Kong Football Club M2A,v,Hong Kong Cricket Club M2A,Hong Kong Football Club,19:00,,14,22/01/2025,M2
Hong Kong Cricket Club M2A,v,Ladies Recreation Club M2B,Hong Kong Cricket Club,19:00,,15,12/02/2025,M2
Hong Kong Cricket Club M2B,v,Hong Kong Football Club M2A,Hong Kong Cricket Club,19:00,,15,12/02/2025,M2
Ladies Recreation Club M2A,v,Hong Kong Football Club M2B,Ladies Recreation Club,19:00,,15,12/02/2025,M2
Ladies Recreation Club M2B,v,Ladies Recreation Club M2A,Ladies Recreation Club,19:00,,16,19/02/2025,M2
Hong Kong Football Club M2B,v,Hong Kong Football Club M2A,Hong Kong Football Club,19:00,,16,19/02/2025,M2
Hong Kong Cricket Club M2B,v,Hong Kong Cricket Club M2A,Hong Kong Cricket Club,19:00,,16,19/02/2025,M2
Hong Kong Cricket Club M2B,v,Ladies Recreation Club M2B,Hong Kong Cricket Club,19:00,,17,26/02/2025,M2
Hong Kong Cricket Club M2A,v,Hong Kong Football Club M2B,Hong Kong Cricket Club,19:00,,17,26/02/2025,M2
Ladies Recreation Club M2A,v,Hong Kong Football Club M2A,Ladies Recreation Club,19:00,,17,26/02/2025,M2
Ladies Recreation Club M2B,v,Hong Kong Football Club M2A,Ladies Recreation Club,19:00,,18,05/03/2025,M2
Hong Kong Cricket Club M2A,v,Ladies Recreation Club M2A,Hong Kong Cricket Club,19:00,,18,05/03/2025,M2
Hong Kong Football Club M2B,v,Hong Kong Cricket Club M2B,Hong Kong Football Club,19:00,,18,05/03/2025,M2
Hong Kong Football Club M2B,v,Ladies Recreation Club M2B,Hong Kong Football Club,19:00,,19,12/03/2025,M2
Ladies Recreation Club M2A,v,Hong Kong Cricket Club M2B,Ladies Recreation Club,19:00,,19,12/03/2025,M2
Hong Kong Cricket Club M2A,v,Hong Kong Football Club M2A,Hong Kong Cricket Club,19:00,,19,12/03/2025,M2
Ladies Recreation Club M2B,v,Hong Kong Cricket Club M2A,Ladies Recreation Club,19:00,,20,19/03/2025,M2
Hong Kong Football Club M2A,v,Hong Kong Cricket Club M2B,Hong Kong Football Club,19:00,,20,19/03/2025,M2
Hong Kong Football Club M2B,v,Ladies Recreation Club M2A,Hong Kong Football Club,19:00,,20,19/03/2025,M2
United Services Recreation Club M3,v,Hong Kong Cricket Club M3,United Services Recreation Club,19:00,,1,03/10/2024,M3
Old Squash Fellows,v,Titlows Squash Team,Masters - HK Squash Centre,19:00,,1,03/10/2024,M3
Royal Hong Kong Yacht Club M3,v,Kowloon Cricket Club M3,Royal Hong Kong Yacht Club,19:00,,1,03/10/2024,M3
Hong Kong Football Club M3A,v,Hong Kong Football Club M3B,Hong Kong Football Club,19:00,,1,03/10/2024,M3
Hong Kong Cricket Club M3,v,Kowloon Cricket Club M3,Hong Kong Cricket Club,19:00,,2,10/10/2024,M3
Titlows Squash Team,v,Royal Hong Kong Yacht Club M3,Masters - HK Squash Centre,19:00,,2,10/10/2024,M3
Hong Kong Football Club M3B,v,Old Squash Fellows,Hong Kong Football Club,19:00,,2,10/10/2024,M3
United Services Recreation Club M3,v,Hong Kong Football Club M3A,United Services Recreation Club,19:00,,2,10/10/2024,M3
Hong Kong Football Club M3A,v,Hong Kong Cricket Club M3,Hong Kong Football Club,19:00,,3,17/10/2024,M3
Old Squash Fellows,v,United Services Recreation Club M3,Masters - HK Squash Centre,19:00,,3,17/10/2024,M3
Royal Hong Kong Yacht Club M3,v,Hong Kong Football Club M3B,Royal Hong Kong Yacht Club,19:00,,3,17/10/2024,M3
Kowloon Cricket Club M3,v,Titlows Squash Team,Kowloon Cricket Club,19:00,,3,17/10/2024,M3
Hong Kong Cricket Club M3,v,Titlows Squash Team,Hong Kong Cricket Club,19:00,,4,24/10/2024,M3
Hong Kong Football Club M3B,v,Kowloon Cricket Club M3,Hong Kong Football Club,19:00,,4,24/10/2024,M3
United Services Recreation Club M3,v,Royal Hong Kong Yacht Club M3,United Services Recreation Club,19:00,,4,24/10/2024,M3
Hong Kong Football Club M3A,v,Old Squash Fellows,Hong Kong Football Club,19:00,,4,24/10/2024,M3
Old Squash Fellows,v,Hong Kong Cricket Club M3,Masters - HK Squash Centre,19:00,,5,31/10/2024,M3
Royal Hong Kong Yacht Club M3,v,Hong Kong Football Club M3A,Royal Hong Kong Yacht Club,19:00,,5,31/10/2024,M3
Kowloon Cricket Club M3,v,United Services Recreation Club M3,Kowloon Cricket Club,19:00,,5,31/10/2024,M3
Hong Kong Football Club M3B,v,Titlows Squash Team,Hong Kong Football Club,19:00,,5,31/10/2024,M3
Hong Kong Cricket Club M3,v,Hong Kong Football Club M3B,Hong Kong Cricket Club,19:00,,6,07/11/2024,M3
United Services Recreation Club M3,v,Titlows Squash Team,United Services Recreation Club,19:00,,6,07/11/2024,M3
Hong Kong Football Club M3A,v,Kowloon Cricket Club M3,Hong Kong Football Club,19:00,,6,07/11/2024,M3
Old Squash Fellows,v,Royal Hong Kong Yacht Club M3,Masters - HK Squash Centre,19:00,,6,07/11/2024,M3
Royal Hong Kong Yacht Club M3,v,Hong Kong Cricket Club M3,Royal Hong Kong Yacht Club,19:00,,7,14/11/2024,M3
Kowloon Cricket Club M3,v,Old Squash Fellows,Kowloon Cricket Club,19:00,,7,14/11/2024,M3
Titlows Squash Team,v,Hong Kong Football Club M3A,Masters - HK Squash Centre,19:00,,7,14/11/2024,M3
Hong Kong Football Club M3B,v,United Services Recreation Club M3,Hong Kong Football Club,19:00,,7,14/11/2024,M3
Hong Kong Cricket Club M3,v,United Services Recreation Club M3,Hong Kong Cricket Club,19:00,,8,21/11/2024,M3
Titlows Squash Team,v,Old Squash Fellows,Masters - HK Squash Centre,19:00,,8,21/11/2024,M3
Kowloon Cricket Club M3,v,Royal Hong Kong Yacht Club M3,Kowloon Cricket Club,19:00,,8,21/11/2024,M3
Hong Kong Football Club M3B,v,Hong Kong Football Club M3A,Hong Kong Football Club,19:00,,8,21/11/2024,M3
Kowloon Cricket Club M3,v,Hong Kong Cricket Club M3,Kowloon Cricket Club,19:00,,9,28/11/2024,M3
Royal Hong Kong Yacht Club M3,v,Titlows Squash Team,Royal Hong Kong Yacht Club,19:00,,9,28/11/2024,M3
Old Squash Fellows,v,Hong Kong Football Club M3B,Masters - HK Squash Centre,19:00,,9,28/11/2024,M3
Hong Kong Football Club M3A,v,United Services Recreation Club M3,Hong Kong Football Club,19:00,,9,28/11/2024,M3
Hong Kong Cricket Club M3,v,Hong Kong Football Club M3A,Hong Kong Cricket Club,19:00,,10,12/12/2024,M3
United Services Recreation Club M3,v,Old Squash Fellows,United Services Recreation Club,19:00,,10,12/12/2024,M3
Hong Kong Football Club M3B,v,Royal Hong Kong Yacht Club M3,Masters - HK Squash Centre,19:00,,10,12/12/2024,M3
Titlows Squash Team,v,Kowloon Cricket Club M3,Masters - HK Squash Centre,19:00,,10,12/12/2024,M3
Titlows Squash Team,v,Hong Kong Cricket Club M3,Masters - HK Squash Centre,19:00,,11,02/01/2025,M3
Kowloon Cricket Club M3,v,Hong Kong Football Club M3B,Kowloon Cricket Club,19:00,,11,02/01/2025,M3
Royal Hong Kong Yacht Club M3,v,United Services Recreation Club M3,Royal Hong Kong Yacht Club,19:00,,11,02/01/2025,M3
Hong Kong Football Club M3A,v,Old Squash Fellows,Hong Kong Football Club,19:00,,11,02/01/2025,M3
Hong Kong Cricket Club M3,v,Old Squash Fellows,Hong Kong Cricket Club,19:00,,12,09/01/2025,M3
Hong Kong Football Club M3A,v,Royal Hong Kong Yacht Club M3,Hong Kong Football Club,19:00,,12,09/01/2025,M3
United Services Recreation Club M3,v,Kowloon Cricket Club M3,United Services Recreation Club,19:00,,12,09/01/2025,M3
Titlows Squash Team,v,Hong Kong Football Club M3B,Masters - HK Squash Centre,19:00,,12,09/01/2025,M3
Hong Kong Football Club M3B,v,Hong Kong Cricket Club M3,Hong Kong Football Club,19:00,,13,16/01/2025,M3
Titlows Squash Team,v,United Services Recreation Club M3,Masters - HK Squash Centre,19:00,,13,16/01/2025,M3
Kowloon Cricket Club M3,v,Hong Kong Football Club M3A,Kowloon Cricket Club,19:00,,13,16/01/2025,M3
Royal Hong Kong Yacht Club M3,v,Old Squash Fellows,Royal Hong Kong Yacht Club,19:00,,13,16/01/2025,M3
Hong Kong Cricket Club M3,v,Royal Hong Kong Yacht Club M3,Hong Kong Cricket Club,19:00,,14,23/01/2025,M3
Old Squash Fellows,v,Kowloon Cricket Club M3,Masters - HK Squash Centre,19:00,,14,23/01/2025,M3
Hong Kong Football Club M3A,v,Titlows Squash Team,Hong Kong Football Club,19:00,,14,23/01/2025,M3
United Services Recreation Club M3,v,Hong Kong Football Club M3B,United Services Recreation Club,19:00,,14,23/01/2025,M3
United Services Recreation Club M3,v,Hong Kong Cricket Club M3,United Services Recreation Club,19:00,,15,13/02/2025,M3
Titlows Squash Team,v,Old Squash Fellows,Java Road Sports Centre,19:00,,15,13/02/2025,M3
Royal Hong Kong Yacht Club M3,v,Kowloon Cricket Club M3,Royal Hong Kong Yacht Club,19:00,,15,13/02/2025,M3
Hong Kong Football Club M3A,v,Hong Kong Football Club M3B,Hong Kong Football Club,19:00,,15,13/02/2025,M3
Hong Kong Cricket Club M3,v,Kowloon Cricket Club M3,Hong Kong Cricket Club,19:00,,16,20/02/2025,M3
Titlows Squash Team,v,Royal Hong Kong Yacht Club M3,Masters - HK Squash Centre,19:00,,16,20/02/2025,M3
Old Squash Fellows,v,Hong Kong Football Club M3B,Masters - HK Squash Centre,19:00,,16,20/02/2025,M3
United Services Recreation Club M3,v,Hong Kong Football Club M3A,United Services Recreation Club,19:00,,16,20/02/2025,M3
Hong Kong Football Club M3A,v,Hong Kong Cricket Club M3,Hong Kong Football Club,19:00,,17,27/02/2025,M3
Old Squash Fellows,v,United Services Recreation Club M3,Masters - HK Squash Centre,19:00,,17,27/02/2025,M3
